,class,country,countrycode,dead_during_wave,population,si_integral_during_wave,t0_10_dead,tests_during_wave,wave,wave_end,wave_start,class_coarse,si_integral,last_dead_per_10k,last_tests_per_10k,si_response_time,c1_response_time,c2_response_time,c3_response_time,c4_response_time,c5_response_time,c6_response_time,c7_response_time,c8_response_time,h2_response_time,h3_response_time,testing_response_time_1,testing_response_time_10,testing_response_time_100,testing_response_time_1000
0,3.0,Aruba,ABW,41.0,106314.0,6702.844999999998,2020-09-01,,1.0,2020-11-19,2020-07-15,EPI_SECOND_WAVE,23916.425,7.995184077355757,,-156.0,-169.0,-156.0,-156.0,-156.0,,-156.0,-156.0,-168.0,,189.0,,,,
1,3.0,Aruba,ABW,41.0,106314.0,5927.31,2021-01-26,,2.0,2021-04-01,2020-11-19,EPI_SECOND_WAVE,23916.425,7.995184077355757,,-156.0,-169.0,-156.0,-156.0,-156.0,,-156.0,-156.0,-168.0,,189.0,,,,
2,4.0,Afghanistan,AFG,1462.0,38041754.0,13669.86,2020-04-07,,1.0,2020-10-02,2020-01-09,EPI_SECOND_WAVE,17338.695,0.654281082833352,,-10.0,-24.0,-14.0,-37.0,-2.0,-10.0,-13.0,5.0,,133.0,133.0,,,,
3,4.0,Afghanistan,AFG,984.0,38041754.0,1950.4199999999996,2020-10-07,,2.0,2021-03-04,2020-10-02,EPI_SECOND_WAVE,17338.695,0.654281082833352,,-10.0,-24.0,-14.0,-37.0,-2.0,-10.0,-13.0,5.0,,133.0,133.0,,,,
4,2.0,Angola,AGO,497.0,31825295.0,22073.005,2020-06-24,,1.0,2021-02-22,2020-04-19,EPI_FIRST_WAVE,29814.41,0.16873370694600004,,-89.0,-92.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-96.0,119.0,,,,,
5,1.0,Albania,ALB,2225.0,2854191.0,23819.754999999997,2020-03-30,538077.0,1.0,2021-04-01,2020-03-30,EPI_FIRST_WAVE,28968.07,7.830590174238514,1879.989811473724,-17.0,-21.0,,-21.0,19.0,-17.0,-17.0,-17.0,-7.0,424.0,57.0,-18.0,9.0,105.0,290.0
6,2.0,Andorra,AND,98.0,77142.0,16647.755000000005,2020-03-31,,1.0,2021-03-01,2020-03-31,EPI_FIRST_WAVE,22138.229999999996,14.907573047107931,,393.0,-15.0,-17.0,98.0,174.0,,393.0,,,18.0,120.0,,,,
7,3.0,United Arab Emirates,ARE,357.0,9770529.0,10416.230000000003,2020-04-05,5559636.692307692,1.0,2020-08-10,2020-01-09,EPI_SECOND_WAVE,25597.95,1.5321585965304438,38482.10061092905,-13.0,-28.0,,-20.0,-9.0,-1.0,-13.0,-13.0,-11.0,8.0,-64.0,-56.0,-43.0,-19.0,19.0
8,3.0,United Arab Emirates,ARE,1140.0,9770529.0,11838.79,2020-08-20,,2.0,2021-04-01,2020-08-10,EPI_SECOND_WAVE,25597.95,1.5321585965304438,38482.10061092905,-13.0,-28.0,,-20.0,-9.0,-1.0,-13.0,-13.0,-11.0,8.0,-64.0,-56.0,-43.0,-19.0,19.0
9,1.0,Argentina,ARG,55724.0,44938712.0,31373.84,2020-03-28,7617602.0,1.0,2021-04-01,2020-03-28,EPI_FIRST_WAVE,37827.14,12.402669662628515,1686.3594132381897,-9.0,-12.0,-9.0,-17.0,-9.0,-5.0,-9.0,-8.0,-12.0,,-24.0,-1.0,24.0,94.0,282.0
10,5.0,Armenia,ARM,876.0,2957731.0,,2020-04-10,206871.95890410958,1.0,2020-09-01,2020-01-09,EPI_THIRD_WAVE,,11.944967273900161,2886.770297907416,,,,,,,,,,,,-25.0,-10.0,29.0,175.0
11,5.0,Armenia,ARM,2231.0,2957731.0,,2020-09-04,449394.0,2.0,2021-02-04,2020-09-01,EPI_THIRD_WAVE,,11.944967273900161,2886.770297907416,,,,,,,,,,,,-25.0,-10.0,29.0,175.0
12,5.0,Armenia,ARM,426.0,2957731.0,,2021-02-07,,3.0,2021-04-01,2021-02-04,EPI_THIRD_WAVE,,11.944967273900161,2886.770297907416,,,,,,,,,,,,-25.0,-10.0,29.0,175.0
13,4.0,Australia,AUS,102.0,25364307.0,6306.344999999998,2020-03-27,,1.0,2020-06-11,2020-02-17,EPI_SECOND_WAVE,28213.16,0.3583776209616135,6155.587061771488,-3.0,-3.0,128.0,-9.0,2.0,,6.0,-8.0,-7.0,31.0,-62.0,2.0,2.0,6.0,97.0
14,4.0,Australia,AUS,807.0,25364307.0,16873.625,2020-07-17,12529321.0,2.0,2021-02-25,2020-06-11,EPI_SECOND_WAVE,28213.16,0.3583776209616135,6155.587061771488,-3.0,-3.0,128.0,-9.0,2.0,,6.0,-8.0,-7.0,31.0,-62.0,2.0,2.0,6.0,97.0
15,4.0,Austria,AUT,677.0,8877067.0,6645.720000000002,2020-03-23,,1.0,2020-06-15,2020-01-09,EPI_SECOND_WAVE,28509.190000000002,10.235362648496402,26418.09620227041,-7.0,239.0,-7.0,-12.0,-7.0,,-7.0,-10.0,,67.0,7.0,10.0,10.0,10.0,130.0
16,4.0,Austria,AUT,7336.0,8877067.0,13785.204999999998,2020-06-18,10677781.0,2.0,2021-02-11,2020-06-15,EPI_SECOND_WAVE,28509.190000000002,10.235362648496402,26418.09620227041,-7.0,239.0,-7.0,-12.0,-7.0,,-7.0,-10.0,,67.0,7.0,10.0,10.0,10.0,130.0
17,5.0,Azerbaijan,AZE,593.0,10023318.0,17671.119999999995,2020-04-12,,1.0,2020-10-03,2020-01-09,EPI_THIRD_WAVE,35112.8,3.5587018190982267,,-24.0,-40.0,-12.0,-29.0,-29.0,70.0,-12.0,-24.0,4.0,224.0,-44.0,382.0,382.0,382.0,382.0
18,5.0,Azerbaijan,AZE,2577.0,10023318.0,9795.954999999998,2020-10-10,,2.0,2021-02-13,2020-10-03,EPI_THIRD_WAVE,35112.8,3.5587018190982267,,-24.0,-40.0,-12.0,-29.0,-29.0,70.0,-12.0,-24.0,4.0,224.0,-44.0,382.0,382.0,382.0,382.0
19,5.0,Azerbaijan,AZE,397.0,10023318.0,3234.65,2021-02-16,,3.0,2021-04-01,2021-02-13,EPI_THIRD_WAVE,35112.8,3.5587018190982267,,-24.0,-40.0,-12.0,-29.0,-29.0,70.0,-12.0,-24.0,4.0,224.0,-44.0,382.0,382.0,382.0,382.0
20,6.0,Belgium,BEL,9646.0,11484055.0,8185.985000000002,2020-03-15,1289367.1379310344,1.0,2020-07-01,2020-02-20,EPI_THIRD_WAVE,28026.535000000003,20.08523992614107,9787.587224199118,3.0,379.0,3.0,-1.0,3.0,,3.0,-1.0,5.0,406.0,-18.0,-11.0,-1.0,24.0,98.0
21,6.0,Belgium,BEL,254.0,11484055.0,3211.49,2020-07-05,972790.0,2.0,2020-08-28,2020-07-01,EPI_THIRD_WAVE,28026.535000000003,20.08523992614107,9787.587224199118,3.0,379.0,3.0,-1.0,3.0,,3.0,-1.0,5.0,406.0,-18.0,-11.0,-1.0,24.0,98.0
22,6.0,Belgium,BEL,9934.0,11484055.0,7261.325000000001,2020-08-30,4750544.0,3.0,2021-01-03,2020-08-28,EPI_THIRD_WAVE,28026.535000000003,20.08523992614107,9787.587224199118,3.0,379.0,3.0,-1.0,3.0,,3.0,-1.0,5.0,406.0,-18.0,-11.0,-1.0,24.0,98.0
23,4.0,Benin,BEN,21.0,11801151.0,6092.189999999999,2020-06-19,,1.0,2020-07-07,2020-03-16,EPI_SECOND_WAVE,19241.295,0.07880587241024202,,-81.0,-81.0,,-94.0,-81.0,-81.0,,-81.0,-33.0,,-104.0,,,,
24,4.0,Benin,BEN,69.0,11801151.0,10404.635000000002,2020-07-18,,2.0,2021-03-31,2020-07-07,EPI_SECOND_WAVE,19241.295,0.07880587241024202,,-81.0,-81.0,,-94.0,-81.0,-81.0,,-81.0,-33.0,,-104.0,,,,
25,2.0,Burkina Faso,BFA,146.0,20321378.0,14813.49,2020-03-30,,1.0,2021-04-01,2020-01-09,EPI_FIRST_WAVE,16449.71,0.07184552149957547,,-9.0,-14.0,,-18.0,,-7.0,-9.0,-9.0,-9.0,164.0,-21.0,,,,
26,3.0,Bangladesh,BGD,8266.0,163046161.0,27661.410000000003,2020-04-06,3832276.2,1.0,2021-02-13,2020-01-09,EPI_SECOND_WAVE,36358.31,0.5584308115049701,286.4306630316797,-18.0,-21.0,-18.0,-16.0,-18.0,-18.0,-18.0,-18.0,385.0,295.0,345.0,9.0,40.0,153.0,
27,3.0,Bangladesh,BGD,839.0,163046161.0,3813.7149999999997,2021-02-15,,2.0,2021-04-01,2021-02-13,EPI_SECOND_WAVE,36358.31,0.5584308115049701,286.4306630316797,-18.0,-21.0,-18.0,-16.0,-18.0,-18.0,-18.0,-18.0,385.0,295.0,345.0,9.0,40.0,153.0,
28,3.0,Bulgaria,BGR,8741.0,6975761.0,15923.32,2020-04-02,,1.0,2021-01-22,2020-01-09,EPI_SECOND_WAVE,22755.595,18.918366039203466,3008.167854374598,-15.0,-20.0,257.0,-20.0,-20.0,,-15.0,-15.0,42.0,,27.0,17.0,17.0,49.0,211.0
29,3.0,Bulgaria,BGR,4456.0,6975761.0,3762.7900000000004,2021-01-23,,2.0,2021-04-01,2021-01-22,EPI_SECOND_WAVE,22755.595,18.918366039203466,3008.167854374598,-15.0,-20.0,257.0,-20.0,-20.0,,-15.0,-15.0,42.0,,27.0,17.0,17.0,49.0,211.0
30,3.0,Bahrain,BHR,338.0,1641172.0,18163.525,2020-05-14,,1.0,2020-11-23,2020-01-09,EPI_SECOND_WAVE,28507.510000000002,3.174560618874804,21715.463095885134,-57.0,-78.0,-49.0,-57.0,-53.0,,126.0,,,-44.0,-81.0,-65.0,-65.0,-56.0,-7.0
31,3.0,Bahrain,BHR,183.0,1641172.0,7017.765000000001,2020-12-13,,2.0,2021-04-01,2020-11-23,EPI_SECOND_WAVE,28507.510000000002,3.174560618874804,21715.463095885134,-57.0,-78.0,-49.0,-57.0,-53.0,,126.0,,,-44.0,-81.0,-65.0,-65.0,-56.0,-7.0
32,2.0,Bahamas,BHS,164.0,389482.0,20495.48,2020-04-25,,1.0,2021-01-18,2020-04-25,EPI_FIRST_WAVE,33168.765,4.82692396567749,,-36.0,-40.0,-36.0,-36.0,-36.0,-36.0,-36.0,-32.0,-32.0,380.0,-42.0,,,,
33,3.0,Bosnia and Herzegovina,BIH,4791.0,3301000.0,19311.615000000005,2020-03-31,,1.0,2021-02-07,2020-01-09,EPI_SECOND_WAVE,24196.61,19.990911844895486,2396.4768252044837,-14.0,-20.0,-14.0,-14.0,-13.0,-14.0,-11.0,-11.0,41.0,,,2.0,2.0,33.0,219.0
34,3.0,Bosnia and Herzegovina,BIH,1808.0,3301000.0,2257.270000000001,2021-02-09,,2.0,2021-04-01,2021-02-07,EPI_SECOND_WAVE,24196.61,19.990911844895486,2396.4768252044837,-14.0,-20.0,-14.0,-14.0,-13.0,-14.0,-11.0,-11.0,41.0,,,2.0,2.0,33.0,219.0
35,3.0,Belarus,BLR,613.0,9466856.0,2466.095000000001,2020-04-07,,1.0,2020-08-18,2020-01-09,EPI_SECOND_WAVE,9584.835000000001,2.3735440784142066,5651.067260344934,,,,,376.0,,,,205.0,13.0,2.0,-26.0,-26.0,12.0,81.0
36,3.0,Belarus,BLR,1634.0,9466856.0,5172.555,2020-08-21,,2.0,2021-04-01,2020-08-18,EPI_SECOND_WAVE,9584.835000000001,2.3735440784142066,5651.067260344934,,,,,376.0,,,,205.0,13.0,2.0,-26.0,-26.0,12.0,81.0
37,2.0,Belize,BLZ,315.0,390353.0,17192.675000000003,2020-08-26,,1.0,2021-03-31,2020-08-02,EPI_FIRST_WAVE,31223.85,8.120854713554142,,-147.0,-159.0,-147.0,-163.0,-103.0,,-121.0,-147.0,-159.0,,-154.0,273.0,273.0,273.0,273.0
38,4.0,Bolivia,BOL,8939.0,11513100.0,22881.76,2020-04-05,358588.25,1.0,2020-11-28,2020-01-09,EPI_SECOND_WAVE,28497.96,10.630499170510115,787.9337450382608,-19.0,-24.0,-14.0,-24.0,-19.0,-20.0,-19.0,-15.0,-5.0,,,-1.0,35.0,104.0,389.0
39,4.0,Bolivia,BOL,3300.0,11513100.0,3959.1299999999997,2020-11-30,,2.0,2021-04-01,2020-11-28,EPI_SECOND_WAVE,28497.96,10.630499170510115,787.9337450382608,-19.0,-24.0,-14.0,-24.0,-19.0,-20.0,-19.0,-15.0,-5.0,,,-1.0,35.0,104.0,389.0
40,1.0,Brazil,BRA,317635.0,211049527.0,26512.744999999995,2020-03-21,,1.0,2021-04-01,2020-03-21,EPI_FIRST_WAVE,31101.46,15.050780000089741,,-3.0,-9.0,-4.0,-9.0,36.0,0.0,45.0,-4.0,6.0,,11.0,,,,
41,2.0,Barbados,BRB,34.0,287025.0,13338.98,2021-01-26,,1.0,2021-03-29,2020-07-06,EPI_FIRST_WAVE,26915.895,1.4632871701071335,,-304.0,-313.0,-304.0,-315.0,-298.0,,-298.0,-304.0,,62.0,-312.0,,,,
42,2.0,Central African Republic,CAF,62.0,4745185.0,13224.199999999999,2020-06-17,,1.0,2020-11-06,2020-03-22,EPI_FIRST_WAVE,17028.585,0.15173275646787218,,-83.0,-83.0,,-83.0,,,-40.0,-83.0,-83.0,,69.0,,,,
43,4.0,Canada,CAN,8522.0,37589262.0,7726.29,2020-03-21,2894463.75,1.0,2020-06-30,2020-02-15,EPI_SECOND_WAVE,31140.675,6.099082232580145,7354.366254916098,-3.0,-5.0,-3.0,-9.0,2.0,,294.0,-1.0,-3.0,,132.0,-11.0,-2.0,27.0,121.0
44,4.0,Canada,CAN,12789.0,37589262.0,15648.819999999998,2020-07-01,20383176.0,2.0,2021-02-17,2020-06-30,EPI_SECOND_WAVE,31140.675,6.099082232580145,7354.366254916098,-3.0,-5.0,-3.0,-9.0,2.0,,294.0,-1.0,-3.0,,132.0,-11.0,-2.0,27.0,121.0
45,4.0,Switzerland,CHE,1723.0,8574832.0,5994.390000000002,2020-03-13,,1.0,2020-06-06,2020-01-09,EPI_SECOND_WAVE,24140.045,11.473111076695147,6628.09370492623,4.0,3.0,4.0,-17.0,4.0,,,,,90.0,59.0,71.0,74.0,92.0,187.0
46,4.0,Switzerland,CHE,7757.0,8574832.0,12581.785,2020-07-02,4469430.0,2.0,2021-02-21,2020-06-06,EPI_SECOND_WAVE,24140.045,11.473111076695147,6628.09370492623,4.0,3.0,4.0,-17.0,4.0,,,,,90.0,59.0,71.0,74.0,92.0,187.0
47,3.0,Chile,CHL,15069.0,18952038.0,20007.214999999997,2020-04-01,,1.0,2020-11-23,2020-01-09,EPI_SECOND_WAVE,34978.71000000001,12.20713044159156,5914.606650746479,-7.0,-17.0,-16.0,-16.0,44.0,93.0,-7.0,-7.0,122.0,230.0,-2.0,9.0,9.0,31.0,133.0
48,3.0,Chile,CHL,8066.0,18952038.0,10094.779999999999,2020-11-24,,2.0,2021-04-01,2020-11-23,EPI_SECOND_WAVE,34978.71000000001,12.20713044159156,5914.606650746479,-7.0,-17.0,-16.0,-16.0,44.0,93.0,-7.0,-7.0,122.0,230.0,-2.0,9.0,9.0,31.0,133.0
49,2.0,China,CHN,4645.0,1397715000.0,9271.749999999996,2020-01-22,,1.0,2020-05-29,2020-01-09,EPI_FIRST_WAVE,35684.899999999994,0.034706646204698384,,4.0,4.0,4.0,0.0,0.0,1.0,10.0,1.0,,69.0,-17.0,,,,
50,3.0,Côte d'Ivoire,CIV,127.0,25716544.0,12957.95,2020-04-21,,1.0,2020-11-12,2020-03-11,EPI_SECOND_WAVE,17553.625,0.09488055626759179,202.01859161168778,-30.0,-36.0,,-33.0,,,,-28.0,-30.0,404.0,86.0,-7.0,37.0,254.0,
51,3.0,Côte d'Ivoire,CIV,117.0,25716544.0,3052.3850000000007,2020-12-29,,2.0,2021-04-01,2020-11-12,EPI_SECOND_WAVE,17553.625,0.09488055626759179,202.01859161168778,-30.0,-36.0,,-33.0,,,,-28.0,-30.0,404.0,86.0,-7.0,37.0,254.0,
52,1.0,Democratic Republic of the Congo,COD,732.0,86790567.0,18133.41,2020-04-02,,1.0,2021-04-01,2020-04-02,EPI_FIRST_WAVE,21352.885000000002,0.08560838184177319,,-9.0,-14.0,,-14.0,,-9.0,4.0,-15.0,-9.0,,,,,,
53,2.0,Colombia,COL,60676.0,50339443.0,28635.17,2020-03-31,,1.0,2021-03-11,2020-01-09,EPI_FIRST_WAVE,35131.145,12.565693267603299,2521.878122489357,-6.0,-15.0,-6.0,-19.0,24.0,282.0,-6.0,-6.0,-6.0,,3.0,64.0,64.0,76.0,215.0
54,2.0,Comoros,COM,139.0,850886.0,0.0,2021-01-03,,1.0,2021-03-17,2020-09-25,EPI_FIRST_WAVE,,1.7158585286395593,,,,,,,,,,,,,,,,
55,3.0,Cape Verde,CPV,104.0,549935.0,18184.754999999997,2020-06-27,,1.0,2020-12-10,2020-04-05,EPI_SECOND_WAVE,28576.699999999997,3.054906488948694,,-91.0,-91.0,-91.0,-103.0,-40.0,,-87.0,-99.0,-100.0,-46.0,-40.0,,,,
56,3.0,Cape Verde,CPV,63.0,549935.0,6673.48,2021-01-12,,2.0,2021-04-01,2020-12-10,EPI_SECOND_WAVE,28576.699999999997,3.054906488948694,,-91.0,-91.0,-91.0,-103.0,-40.0,,-87.0,-99.0,-100.0,-46.0,-40.0,,,,
57,2.0,Costa Rica,CRI,2833.0,5047561.0,23886.53,2020-05-18,600021.8095238095,1.0,2021-03-07,2020-01-09,EPI_FIRST_WAVE,28961.135000000002,5.858274917331361,1350.0817523552464,-62.0,-62.0,-35.0,-69.0,,-58.0,,-62.0,-62.0,366.0,-117.0,-63.0,-42.0,57.0,260.0
58,1.0,Cuba,CUB,413.0,11333483.0,27328.57,2020-04-08,3015202.0,1.0,2021-04-01,2020-04-08,EPI_FIRST_WAVE,33934.42,0.37411270657043383,2651.592630438498,-15.0,-15.0,9.0,-19.0,33.0,-15.0,-15.0,-16.0,9.0,120.0,27.0,-12.0,1.0,57.0,237.0
59,3.0,Cyprus,CYP,220.0,1198575.0,23043.420000000002,2020-04-10,,1.0,2021-02-14,2020-01-09,EPI_SECOND_WAVE,30615.64,2.135869678576643,30296.343574661576,-18.0,-28.0,6.0,-31.0,-18.0,-17.0,-17.0,-17.0,-26.0,1.0,6.0,-12.0,-12.0,-3.0,53.0
60,3.0,Cyprus,CYP,36.0,1198575.0,3469.5700000000015,2021-02-23,,2.0,2021-04-01,2021-02-14,EPI_SECOND_WAVE,30615.64,2.135869678576643,30296.343574661576,-18.0,-28.0,6.0,-31.0,-18.0,-17.0,-17.0,-17.0,-26.0,1.0,6.0,-12.0,-12.0,-3.0,53.0
61,5.0,Czech Republic,CZE,290.0,10669709.0,5184.394999999999,2020-03-29,,1.0,2020-05-14,2020-01-09,EPI_THIRD_WAVE,27236.284999999996,24.917268127931138,,-15.0,-18.0,-15.0,-18.0,-6.0,,-14.0,-13.0,-13.0,411.0,-28.0,,,,
62,5.0,Czech Republic,CZE,8525.0,10669709.0,9715.794999999998,2020-05-20,,2.0,2020-12-06,2020-05-14,EPI_THIRD_WAVE,27236.284999999996,24.917268127931138,,-15.0,-18.0,-15.0,-18.0,-6.0,,-14.0,-13.0,-13.0,411.0,-28.0,,,,
63,5.0,Czech Republic,CZE,17771.0,10669709.0,8745.809999999998,2020-12-07,,3.0,2021-04-01,2020-12-06,EPI_THIRD_WAVE,27236.284999999996,24.917268127931138,,-15.0,-18.0,-15.0,-18.0,-6.0,,-14.0,-13.0,-13.0,411.0,-28.0,,,,
64,4.0,Germany,DEU,9071.0,83132799.0,8601.95,2020-03-16,,1.0,2020-07-15,2020-02-22,EPI_SECOND_WAVE,30833.15,9.207316597147175,,5.0,0.0,275.0,-6.0,5.0,,5.0,3.0,2.0,44.0,-54.0,,,,
65,4.0,Germany,DEU,58135.0,83132799.0,14317.68,2020-07-17,,2.0,2021-02-19,2020-07-15,EPI_SECOND_WAVE,30833.15,9.207316597147175,,5.0,0.0,275.0,-6.0,5.0,,5.0,3.0,2.0,44.0,-54.0,,,,
66,5.0,Djibouti,DJI,3.0,973560.0,4654.409999999998,2020-05-22,,1.0,2020-05-09,2020-03-17,EPI_THIRD_WAVE,22595.475,0.719010641357492,,-60.0,-64.0,-60.0,-60.0,-60.0,360.0,-60.0,-60.0,-65.0,-21.0,-65.0,,,,
67,5.0,Djibouti,DJI,57.0,973560.0,6538.614999999998,2020-05-26,,2.0,2020-08-29,2020-05-09,EPI_THIRD_WAVE,22595.475,0.719010641357492,,-60.0,-64.0,-60.0,-60.0,-60.0,360.0,-60.0,-60.0,-65.0,-21.0,-65.0,,,,
68,5.0,Djibouti,DJI,10.0,973560.0,8899.785,2021-04-01,,3.0,2021-04-01,2020-08-29,EPI_THIRD_WAVE,22595.475,0.719010641357492,,-60.0,-64.0,-60.0,-60.0,-60.0,360.0,-60.0,-60.0,-65.0,-21.0,-65.0,,,,
69,4.0,Denmark,DNK,609.0,5818553.0,7906.104999999999,2020-03-22,1181544.8,1.0,2020-07-08,2020-01-09,EPI_SECOND_WAVE,26098.309999999998,4.1573910214446785,37762.106833090635,-9.0,-9.0,288.0,262.0,-4.0,,,,-8.0,51.0,,-17.0,-7.0,15.0,66.0
70,4.0,Denmark,DNK,1692.0,5818553.0,11813.67,2020-08-11,14153792.0,2.0,2021-02-16,2020-07-08,EPI_SECOND_WAVE,26098.309999999998,4.1573910214446785,37762.106833090635,-9.0,-9.0,288.0,262.0,-4.0,,,,-8.0,51.0,,-17.0,-7.0,15.0,66.0
71,6.0,Dominican Republic,DOM,2212.0,10738958.0,18596.48,2020-03-26,567501.4615384615,1.0,2020-10-24,2020-03-05,EPI_THIRD_WAVE,33555.91500000001,3.09620356090414,1212.195820115881,-7.0,-7.0,-7.0,-7.0,-9.0,-7.0,23.0,-6.0,-7.0,419.0,,-2.0,19.0,79.0,314.0
72,6.0,Dominican Republic,DOM,2212.0,10738958.0,18552.04,2020-03-26,,2.0,2020-10-24,2020-03-09,EPI_THIRD_WAVE,33555.91500000001,3.09620356090414,1212.195820115881,-7.0,-7.0,-7.0,-7.0,-9.0,-7.0,23.0,-6.0,-7.0,419.0,,-2.0,19.0,79.0,314.0
73,6.0,Dominican Republic,DOM,1113.0,10738958.0,10879.84,2020-10-26,,3.0,2021-04-01,2020-10-24,EPI_THIRD_WAVE,33555.91500000001,3.09620356090414,1212.195820115881,-7.0,-7.0,-7.0,-7.0,-9.0,-7.0,23.0,-6.0,-7.0,419.0,,-2.0,19.0,79.0,314.0
74,6.0,Algeria,DZA,1818.0,43053054.0,16375.475000000002,2020-03-20,,1.0,2020-10-15,2020-01-09,EPI_THIRD_WAVE,32981.025,0.7184159339776454,,3.0,-8.0,10.0,-10.0,10.0,3.0,3.0,3.0,-3.0,,100.0,,,,
75,6.0,Algeria,DZA,1035.0,43053054.0,8519.695,2020-08-05,,2.0,2020-11-22,2020-08-02,EPI_THIRD_WAVE,32981.025,0.7184159339776454,,3.0,-8.0,10.0,-10.0,10.0,3.0,3.0,3.0,-3.0,,100.0,,,,
76,6.0,Algeria,DZA,1275.0,43053054.0,12238.695,2020-10-16,,3.0,2021-04-01,2020-10-15,EPI_THIRD_WAVE,32981.025,0.7184159339776454,,3.0,-8.0,10.0,-10.0,10.0,3.0,3.0,3.0,-3.0,,100.0,,,,
77,7.0,Ecuador,ECU,3358.0,17373662.0,7500.165,2020-04-02,72715.94736842105,1.0,2020-06-02,2020-01-09,EPI_FOURTH_WAVE,31403.374999999996,9.69686183603664,626.8586323366944,-16.0,-20.0,-16.0,-20.0,112.0,-18.0,-16.0,-16.0,-18.0,299.0,404.0,-10.0,16.0,117.0,
78,7.0,Ecuador,ECU,3261.0,17373662.0,7310.839999999998,2020-06-03,192871.0,2.0,2020-09-03,2020-06-02,EPI_FOURTH_WAVE,31403.374999999996,9.69686183603664,626.8586323366944,-16.0,-20.0,-16.0,-20.0,112.0,-18.0,-16.0,-16.0,-18.0,299.0,404.0,-10.0,16.0,117.0,
79,7.0,Ecuador,ECU,7373.0,17373662.0,6494.439999999997,2020-09-04,424773.0,3.0,2020-12-28,2020-09-03,EPI_FOURTH_WAVE,31403.374999999996,9.69686183603664,626.8586323366944,-16.0,-20.0,-16.0,-20.0,112.0,-18.0,-16.0,-16.0,-18.0,299.0,404.0,-10.0,16.0,117.0,
80,3.0,Egypt,EGY,6029.0,100388073.0,14545.470000000001,2020-03-22,,1.0,2020-10-10,2020-01-09,EPI_SECOND_WAVE,28378.800000000003,1.1948630590807336,,3.0,-7.0,,-1.0,275.0,3.0,3.0,3.0,-3.0,,-37.0,,,,
81,3.0,Egypt,EGY,5966.0,100388073.0,10399.875,2020-10-11,,2.0,2021-04-01,2020-10-10,EPI_SECOND_WAVE,28378.800000000003,1.1948630590807336,,3.0,-7.0,,-1.0,275.0,3.0,3.0,3.0,-3.0,,-37.0,,,,
82,1.0,Eritrea,ERI,-25.0,3213972.0,681.52,2021-03-24,,1.0,2021-04-01,2021-03-24,EPI_FIRST_WAVE,37002.30499999999,0.03111414785194146,,-362.0,-362.0,-357.0,-366.0,-366.0,-362.0,-357.0,-357.0,-198.0,-187.0,-29.0,,,,
