,class,country,countrycode,dead_during_wave,population,si_integral_during_wave,t0_10_dead,tests_during_wave,wave,wave_end,wave_start,class_coarse,si_integral,last_dead_per_10k,last_tests_per_10k,si_response_time,c1_response_time,c2_response_time,c3_response_time,c4_response_time,c5_response_time,c6_response_time,c7_response_time,c8_response_time,h2_response_time,h3_response_time,testing_response_time_1,testing_response_time_10,testing_response_time_100,testing_response_time_1000
174,4.0,Morocco,MAR,4932.0,36471769.0,18764.609999999997,2020-03-27,3710992.0,1.0,2020-11-18,2020-03-06,EPI_SECOND_WAVE,33089.66,2.4177604327336026,1500.7177195051877,-7.0,-11.0,-7.0,-13.0,213.0,-7.0,-7.0,-14.0,-7.0,76.0,340.0,7.0,35.0,76.0,234.0
175,4.0,Morocco,MAR,8645.0,36471769.0,26466.435,2020-03-27,5197544.0,2.0,2021-03-03,2020-03-06,EPI_SECOND_WAVE,33089.66,2.4177604327336026,1500.7177195051877,-7.0,-11.0,-7.0,-13.0,213.0,-7.0,-7.0,-14.0,-7.0,76.0,340.0,7.0,35.0,76.0,234.0
176,3.0,Moldova,MDA,3332.0,2657637.0,20573.884999999995,2020-04-05,,1.0,2021-01-23,2020-01-09,EPI_SECOND_WAVE,28466.229999999996,18.66319591426519,,-13.0,-25.0,334.0,-26.0,-15.0,-13.0,-12.0,-12.0,-19.0,381.0,25.0,411.0,411.0,411.0,411.0
177,3.0,Moldova,MDA,1628.0,2657637.0,4156.9349999999995,2021-01-24,,2.0,2021-04-01,2021-01-23,EPI_SECOND_WAVE,28466.229999999996,18.66319591426519,,-13.0,-25.0,334.0,-26.0,-15.0,-13.0,-12.0,-12.0,-19.0,381.0,25.0,411.0,411.0,411.0,411.0
178,3.0,Madagascar,MDG,259.0,26969307.0,17074.050000000003,2020-06-11,,1.0,2020-12-20,2020-01-09,EPI_SECOND_WAVE,25168.775,0.15165387824017873,53.366591881652724,-82.0,-82.0,-67.0,-82.0,,-82.0,-80.0,-82.0,-83.0,317.0,,-43.0,29.0,,
179,3.0,Madagascar,MDG,150.0,26969307.0,3751.670000000002,2021-01-18,,2.0,2021-04-01,2020-12-20,EPI_SECOND_WAVE,25168.775,0.15165387824017873,53.366591881652724,-82.0,-82.0,-67.0,-82.0,,-82.0,-80.0,-82.0,-83.0,317.0,,-43.0,29.0,,
180,3.0,Maldives,MDV,48.0,530953.0,,2020-07-04,274749.0,1.0,2020-12-17,2020-04-11,EPI_SECOND_WAVE,,1.2618819368192664,12118.530265390722,,,,,,,,,,,,-109.0,-106.0,-70.0,-1.0
181,3.0,Maldives,MDV,19.0,530953.0,,2021-02-14,,2.0,2021-04-01,2020-12-17,EPI_SECOND_WAVE,,1.2618819368192664,12118.530265390722,,,,,,,,,,,,-109.0,-106.0,-70.0,-1.0
182,2.0,Mexico,MEX,202633.0,127575529.0,26597.79,2020-03-29,5812931.0,1.0,2021-04-01,2020-01-09,EPI_FIRST_WAVE,29293.379999999997,15.883375251377558,455.0228437618315,-3.0,-6.0,-3.0,-5.0,,,1.0,1.0,,,281.0,-18.0,37.0,146.0,
183,5.0,Macedonia,MKD,637.0,2083459.0,,2020-04-01,,1.0,2020-09-11,2020-03-05,EPI_THIRD_WAVE,,18.14770533041447,3017.2036022787106,,,,,,,,,,,,-1.0,-1.0,45.0,195.0
184,5.0,Macedonia,MKD,2148.0,2083459.0,,2020-09-14,282660.0,2.0,2021-01-25,2020-09-11,EPI_THIRD_WAVE,,18.14770533041447,3017.2036022787106,,,,,,,,,,,,-1.0,-1.0,45.0,195.0
185,5.0,Macedonia,MKD,996.0,2083459.0,,2021-01-27,,3.0,2021-04-01,2021-01-25,EPI_THIRD_WAVE,,18.14770533041447,3017.2036022787106,,,,,,,,,,,,-1.0,-1.0,45.0,195.0
186,2.0,Mali,MLI,342.0,19658031.0,16710.41,2020-04-15,,1.0,2021-02-19,2020-03-25,EPI_FIRST_WAVE,21684.979999999996,0.19584870936463575,,-21.0,-27.0,247.0,-21.0,,,,-21.0,-21.0,239.0,-1.0,,,,
187,2.0,Malta,MLT,383.0,502653.0,12866.27,2020-08-23,697865.0,1.0,2021-04-01,2020-07-18,EPI_FIRST_WAVE,25916.369999999995,7.798620519523409,16101.366151201724,-158.0,-163.0,200.0,-164.0,-148.0,,-148.0,-142.0,-155.0,-151.0,-211.0,-180.0,-168.0,-149.0,-100.0
188,2.0,Myanmar,MMR,3204.0,54045420.0,28736.510000000002,2020-09-09,,1.0,2021-03-21,2020-01-09,EPI_FIRST_WAVE,34070.76000000001,0.5932047525951321,460.7021279508976,-161.0,-169.0,-152.0,-180.0,-145.0,-155.0,-148.0,-161.0,17.0,51.0,51.0,-139.0,-84.0,46.0,
189,2.0,Montenegro,MNE,630.0,622137.0,,2020-06-27,,1.0,2020-12-23,2020-05-27,EPI_FIRST_WAVE,,20.67068828891386,,,,,,,,,,,,,,,,
190,1.0,Mongolia,MNG,,3225167.0,,,,1.0,,,EPI_FIRST_WAVE,32570.985000000004,0.02480491707871251,6954.297250343936,,,,,,,,,,,,,,,
191,2.0,Mozambique,MOZ,775.0,30366036.0,22861.4,2020-07-19,482202.6590909091,1.0,2021-04-01,2020-01-09,EPI_FIRST_WAVE,26548.945,0.25521935098805787,158.36706509865166,-32.0,-118.0,,-118.0,,,180.0,-32.0,-51.0,274.0,-119.0,-74.0,-17.0,182.0,
192,4.0,Mauritania,MRT,163.0,4525696.0,12065.68,2020-05-28,88305.53333333334,1.0,2020-11-02,2020-01-09,EPI_SECOND_WAVE,20660.114999999998,0.9921125943943208,516.6498147467263,-66.0,-73.0,,-70.0,-70.0,,-70.0,-60.0,-66.0,292.0,-76.0,-46.0,-5.0,39.0,
193,4.0,Mauritania,MRT,239.0,4525696.0,3443.6549999999997,2020-12-08,91484.4,2.0,2021-01-22,2020-11-02,EPI_SECOND_WAVE,20660.114999999998,0.9921125943943208,516.6498147467263,-66.0,-73.0,,-70.0,-70.0,,-70.0,-60.0,-66.0,292.0,-76.0,-46.0,-5.0,39.0,
194,4.0,Malawi,MWI,186.0,18628747.0,15542.974999999999,2020-06-21,77988.58620689655,1.0,2020-12-12,2020-01-09,EPI_SECOND_WAVE,23461.999999999996,0.5996109131762861,116.70403811914994,-64.0,-90.0,,-93.0,48.0,,261.0,,-93.0,311.0,-79.0,-35.0,17.0,249.0,
195,4.0,Malawi,MWI,931.0,18628747.0,5195.839999999998,2021-01-05,,2.0,2021-04-01,2020-12-12,EPI_SECOND_WAVE,23461.999999999996,0.5996109131762861,116.70403811914994,-64.0,-90.0,,-93.0,48.0,,261.0,,-93.0,311.0,-79.0,-35.0,17.0,249.0,
196,4.0,Malaysia,MYS,121.0,31949777.0,8060.215,2020-03-22,808990.0,1.0,2020-07-06,2020-02-25,EPI_SECOND_WAVE,30560.59,0.39812484450204455,2396.233626294168,-4.0,-8.0,-4.0,-4.0,226.0,,206.0,-4.0,62.0,17.0,-58.0,-11.0,9.0,54.0,277.0
197,4.0,Malaysia,MYS,1151.0,31949777.0,17767.325,2020-09-24,,2.0,2021-04-01,2020-07-06,EPI_SECOND_WAVE,30560.59,0.39812484450204455,2396.233626294168,-4.0,-8.0,-4.0,-4.0,226.0,,206.0,-4.0,62.0,17.0,-58.0,-11.0,9.0,54.0,277.0
198,1.0,Niger,NER,177.0,23310715.0,10511.325,2020-04-07,,1.0,2021-04-01,2020-04-07,EPI_FIRST_WAVE,13644.849999999999,0.08022061957344509,,-10.0,-18.0,,-25.0,,,,-10.0,-19.0,189.0,,,,,
199,4.0,Nigeria,NGA,1130.0,200963599.0,15803.33,2020-04-12,,1.0,2020-10-26,2020-03-16,EPI_SECOND_WAVE,27643.94,0.10235684523145906,87.96090480047583,-14.0,-17.0,-14.0,-23.0,-15.0,-14.0,-14.0,-14.0,-20.0,,-44.0,24.0,95.0,401.0,
200,4.0,Nigeria,NGA,927.0,200963599.0,8435.149999999998,2020-10-30,,2.0,2021-04-01,2020-10-26,EPI_SECOND_WAVE,27643.94,0.10235684523145906,87.96090480047583,-14.0,-17.0,-14.0,-23.0,-15.0,-14.0,-14.0,-14.0,-20.0,,-44.0,24.0,95.0,401.0,
201,4.0,Nicaragua,NIC,73.0,6545502.0,1777.2900000000002,2020-05-21,,1.0,2020-06-28,2020-03-28,EPI_SECOND_WAVE,6160.925,0.2719424728615162,,,46.0,,,,,,,,,,,,,
202,4.0,Nicaragua,NIC,90.0,6545502.0,2412.185,2020-07-09,,2.0,2020-12-29,2020-06-28,EPI_SECOND_WAVE,6160.925,0.2719424728615162,,,46.0,,,,,,,,,,,,,
203,4.0,Netherlands,NLD,6111.0,17332850.0,8243.935,2020-03-15,,1.0,2020-07-11,2020-01-09,EPI_SECOND_WAVE,29202.975000000002,9.536227452496272,,1.0,1.0,0.0,-5.0,156.0,,8.0,,,,-17.0,,,,
204,4.0,Netherlands,NLD,8691.0,17332850.0,13293.425,2020-07-15,,2.0,2021-02-15,2020-07-11,EPI_SECOND_WAVE,29202.975000000002,9.536227452496272,,1.0,1.0,0.0,-5.0,156.0,,8.0,,,,-17.0,,,,
205,5.0,Norway,NOR,255.0,5347896.0,8094.319999999998,2020-03-25,,1.0,2020-07-21,2020-01-09,EPI_THIRD_WAVE,25448.23,1.2584388327671294,8597.192241584355,-9.0,-13.0,304.0,-1.0,-1.0,,,-9.0,-10.0,,69.0,7.0,8.0,28.0,144.0
206,5.0,Norway,NOR,337.0,5347896.0,10090.394999999997,2020-09-11,3181117.0,2.0,2021-02-13,2020-07-21,EPI_THIRD_WAVE,25448.23,1.2584388327671294,8597.192241584355,-9.0,-13.0,304.0,-1.0,-1.0,,,-9.0,-10.0,,69.0,7.0,8.0,28.0,144.0
207,5.0,Norway,NOR,81.0,5347896.0,3304.389999999999,2021-02-18,,3.0,2021-04-01,2021-02-13,EPI_THIRD_WAVE,25448.23,1.2584388327671294,8597.192241584355,-9.0,-13.0,304.0,-1.0,-1.0,,,-9.0,-10.0,,69.0,7.0,8.0,28.0,144.0
208,4.0,Nepal,NPL,42.0,28608710.0,11453.640000000003,2020-06-04,298606.0,1.0,2020-07-15,2020-02-27,EPI_SECOND_WAVE,32163.82,1.0594675537624731,793.9284924066832,-74.0,-77.0,-74.0,-78.0,-74.0,-72.0,-73.0,-74.0,-73.0,222.0,-132.0,-56.0,-17.0,39.0,351.0
209,4.0,Nepal,NPL,2972.0,28608710.0,15829.06,2020-07-28,1919893.0,2.0,2021-03-15,2020-07-15,EPI_SECOND_WAVE,32163.82,1.0594675537624731,793.9284924066832,-74.0,-77.0,-74.0,-78.0,-74.0,-72.0,-73.0,-74.0,-73.0,222.0,-132.0,-56.0,-17.0,39.0,351.0
210,2.0,New Zealand,NZL,22.0,4917000.0,6942.41,2020-04-17,288692.16949152545,1.0,2020-06-06,2020-01-09,EPI_FIRST_WAVE,16889.890000000003,0.052877770998576365,3857.970307097824,-25.0,-24.0,-23.0,-32.0,-25.0,-22.0,-25.0,-25.0,-28.0,250.0,-49.0,-39.0,-28.0,-10.0,115.0
211,5.0,Oman,OMN,609.0,4974986.0,15083.315000000002,2020-04-25,,1.0,2020-08-24,2020-01-09,EPI_THIRD_WAVE,32226.19,3.3728738131122378,,-38.0,-41.0,91.0,-39.0,-39.0,-37.0,-15.0,-38.0,-38.0,159.0,-39.0,,,,
212,5.0,Oman,OMN,888.0,4974986.0,7610.764999999999,2020-08-25,,2.0,2020-12-31,2020-08-24,EPI_THIRD_WAVE,32226.19,3.3728738131122378,,-38.0,-41.0,91.0,-39.0,-39.0,-37.0,-15.0,-38.0,-38.0,159.0,-39.0,,,,
213,5.0,Oman,OMN,181.0,4974986.0,4819.910000000002,2021-01-11,,3.0,2021-04-01,2020-12-31,EPI_THIRD_WAVE,32226.19,3.3728738131122378,,-38.0,-41.0,91.0,-39.0,-39.0,-37.0,-15.0,-38.0,-38.0,159.0,-39.0,,,,
214,3.0,Pakistan,PAK,6328.0,216565318.0,13259.225,2020-03-29,2684205.8260869565,1.0,2020-09-03,2020-01-09,EPI_SECOND_WAVE,28947.055,0.6664963777810443,470.86620767227373,-6.0,-31.0,-6.0,-16.0,-16.0,-6.0,-6.0,-5.0,-8.0,346.0,33.0,4.0,37.0,135.0,
215,3.0,Pakistan,PAK,8106.0,216565318.0,11654.925000000003,2020-09-05,,2.0,2021-04-01,2020-09-03,EPI_SECOND_WAVE,28947.055,0.6664963777810443,470.86620767227373,-6.0,-31.0,-6.0,-16.0,-16.0,-6.0,-6.0,-5.0,-8.0,346.0,33.0,4.0,37.0,135.0,
216,2.0,Panama,PAN,6018.0,4246439.0,29194.255,2020-03-29,2054723.6417910447,1.0,2021-03-19,2020-01-09,EPI_FIRST_WAVE,34055.78,14.386171566340645,5066.381502242231,-6.0,-17.0,-9.0,-16.0,205.0,5.0,-4.0,-6.0,20.0,261.0,153.0,-16.0,-4.0,44.0,174.0
217,5.0,Peru,PER,67998.0,32510453.0,13633.005,2020-03-20,628527.0,1.0,2020-08-21,2020-03-20,EPI_THIRD_WAVE,36126.615000000005,43.9440200971669,981.8866565778089,-5.0,-8.0,-4.0,-8.0,-5.0,42.0,-5.0,-5.0,-4.0,242.0,81.0,-4.0,22.0,106.0,382.0
218,5.0,Peru,PER,71908.0,32510453.0,16736.54,2020-06-04,1561808.0,2.0,2021-01-01,2020-06-03,EPI_THIRD_WAVE,36126.615000000005,43.9440200971669,981.8866565778089,-5.0,-8.0,-4.0,-8.0,-5.0,42.0,-5.0,-5.0,-4.0,242.0,81.0,-4.0,22.0,106.0,382.0
219,5.0,Peru,PER,49672.0,32510453.0,6962.830000000002,2021-01-02,,3.0,2021-04-01,2021-01-01,EPI_THIRD_WAVE,36126.615000000005,43.9440200971669,981.8866565778089,-5.0,-8.0,-4.0,-8.0,-5.0,42.0,-5.0,-5.0,-4.0,242.0,81.0,-4.0,22.0,106.0,382.0
220,3.0,Philippines,PHL,9252.0,108116615.0,23741.305,2020-03-15,,1.0,2021-01-03,2020-02-24,EPI_SECOND_WAVE,34585.47,1.2298757226167318,894.0506507718541,0.0,-5.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,110.0,-39.0,20.0,48.0,126.0,404.0
221,3.0,Philippines,PHL,4044.0,108116615.0,5849.105,2021-01-05,,2.0,2021-04-01,2021-01-03,EPI_SECOND_WAVE,34585.47,1.2298757226167318,894.0506507718541,0.0,-5.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,110.0,-39.0,20.0,48.0,126.0,404.0
222,1.0,Papua New Guinea,PNG,50.0,8776109.0,2777.225,2021-02-12,,1.0,2021-04-01,2021-02-12,EPI_FIRST_WAVE,24144.32,0.06836742797975731,,-325.0,-326.0,-189.0,-325.0,-302.0,-325.0,-310.0,-325.0,-328.0,,-378.0,,,,
223,5.0,Poland,POL,678.0,37970874.0,4289.905,2020-03-25,,1.0,2020-05-04,2020-01-09,EPI_THIRD_WAVE,28230.569999999992,14.133201147806078,3086.4938742258078,6.0,-13.0,367.0,-15.0,6.0,,6.0,6.0,-10.0,,,35.0,35.0,43.0,207.0
224,5.0,Poland,POL,38682.0,37970874.0,16006.364999999998,2020-05-05,8337881.0,2.0,2021-02-09,2020-05-04,EPI_THIRD_WAVE,28230.569999999992,14.133201147806078,3086.4938742258078,6.0,-13.0,367.0,-15.0,6.0,,6.0,6.0,-10.0,,,35.0,35.0,43.0,207.0
225,5.0,Poland,POL,14305.0,37970874.0,3741.749999999999,2021-02-10,,3.0,2021-04-01,2021-02-09,EPI_THIRD_WAVE,28230.569999999992,14.133201147806078,3086.4938742258078,6.0,-13.0,367.0,-15.0,6.0,,6.0,6.0,-10.0,,,35.0,35.0,43.0,207.0
226,6.0,Puerto Rico,PRI,54.0,3193694.0,4303.765000000001,2020-04-02,,1.0,2020-04-29,2020-03-13,EPI_THIRD_WAVE,33068.765,6.616162976164905,,-18.0,-17.0,-18.0,-20.0,-18.0,-18.0,-18.0,-21.0,,322.0,5.0,,,,
227,6.0,Puerto Rico,PRI,594.0,3193694.0,3896.7599999999993,2020-11-02,,2.0,2020-12-24,2020-10-30,EPI_THIRD_WAVE,33068.765,6.616162976164905,,-18.0,-17.0,-18.0,-20.0,-18.0,-18.0,-18.0,-21.0,,322.0,5.0,,,,
228,6.0,Puerto Rico,PRI,1193.0,3193694.0,8330.070000000002,2020-11-02,,3.0,2021-02-25,2020-10-30,EPI_THIRD_WAVE,33068.765,6.616162976164905,,-18.0,-17.0,-18.0,-20.0,-18.0,-18.0,-18.0,-21.0,,322.0,5.0,,,,
229,4.0,Portugal,PRT,1743.0,10269417.0,11412.539999999997,2020-03-22,1746106.8813559322,1.0,2020-08-07,2020-01-09,EPI_SECOND_WAVE,31591.68,16.405994614884175,8864.612275458285,-3.0,-6.0,-3.0,-3.0,-3.0,,-3.0,18.0,,19.0,-56.0,-11.0,-4.0,12.0,86.0
230,4.0,Portugal,PRT,15094.0,10269417.0,15894.829999999998,2020-08-10,7299202.0,2.0,2021-03-29,2020-08-07,EPI_SECOND_WAVE,31591.68,16.405994614884175,8864.612275458285,-3.0,-6.0,-3.0,-3.0,-3.0,,-3.0,18.0,,19.0,-56.0,-11.0,-4.0,12.0,86.0
231,1.0,Paraguay,PRY,4151.0,7044636.0,23017.225000000006,2020-05-02,901587.0,1.0,2021-04-01,2020-05-02,EPI_FIRST_WAVE,31281.58,5.906621718993004,1289.0701520987031,-47.0,-53.0,-50.0,-53.0,-42.0,-42.0,-46.0,-47.0,-39.0,383.0,-56.0,-36.0,-8.0,60.0,290.0
232,3.0,Palestina,PSE,1967.0,4685306.0,25677.039999999997,2020-07-01,,1.0,2021-01-26,2020-01-09,EPI_SECOND_WAVE,33013.15,6.14901139861516,,-117.0,-117.0,-101.0,-118.0,-101.0,-101.0,-101.0,-118.0,-118.0,,,,,,
233,3.0,Palestina,PSE,914.0,4685306.0,5094.845,2021-01-27,,2.0,2021-04-01,2021-01-26,EPI_SECOND_WAVE,33013.15,6.14901139861516,,-117.0,-117.0,-101.0,-118.0,-101.0,-101.0,-101.0,-118.0,-118.0,,,,,,
234,2.0,French Polynesia,PYF,141.0,279287.0,,2020-10-08,,1.0,2021-03-30,2020-07-20,EPI_FIRST_WAVE,,5.048570108884409,,,,,,,,,,,,,,,,
235,3.0,Qatar,QAT,244.0,2832067.0,21926.92,2020-04-23,,1.0,2020-12-26,2020-01-09,EPI_SECOND_WAVE,32552.559999999998,1.0275180636616295,6124.858627991499,-37.0,-44.0,348.0,-32.0,-32.0,-39.0,348.0,-37.0,-36.0,20.0,-46.0,-39.0,-39.0,-20.0,51.0
236,3.0,Qatar,QAT,47.0,2832067.0,5828.3150000000005,2021-02-12,,2.0,2021-04-01,2020-12-26,EPI_SECOND_WAVE,32552.559999999998,1.0275180636616295,6124.858627991499,-37.0,-44.0,348.0,-32.0,-32.0,-39.0,348.0,-37.0,-36.0,20.0,-46.0,-39.0,-39.0,-20.0,51.0
237,2.0,Romania,ROU,21092.0,19356544.0,21961.03,2020-03-25,,1.0,2021-02-18,2020-01-09,EPI_FIRST_WAVE,28333.345,13.229117759864572,3468.9580949987767,-6.0,-14.0,,-17.0,-3.0,6.0,0.0,5.0,-4.0,,215.0,-12.0,3.0,39.0,165.0
238,1.0,Russia,RUS,99216.0,144373535.0,21051.914999999997,2020-03-31,120563120.0,1.0,2021-04-01,2020-03-31,EPI_FIRST_WAVE,25002.555,6.873351130454761,8354.048614242216,-14.0,-10.0,-1.0,-21.0,-1.0,,-26.0,-26.0,-1.0,6.0,-26.0,-26.0,-11.0,14.0,73.0
239,4.0,Rwanda,RWA,31.0,12626950.0,17163.56,2020-08-19,,1.0,2020-10-12,2020-01-09,EPI_SECOND_WAVE,32205.64,0.24313076396120994,909.3256883095285,-151.0,-156.0,-151.0,-164.0,152.0,-151.0,-151.0,-151.0,-151.0,-151.0,-164.0,-133.0,-127.0,-55.0,245.0
240,4.0,Rwanda,RWA,245.0,12626950.0,9865.55,2020-11-12,552381.0,2.0,2021-03-17,2020-10-12,EPI_SECOND_WAVE,32205.64,0.24313076396120994,909.3256883095285,-151.0,-156.0,-151.0,-164.0,152.0,-151.0,-151.0,-151.0,-151.0,-151.0,-164.0,-133.0,-127.0,-55.0,245.0
241,3.0,Saudi Arabia,SAU,6282.0,34268528.0,20908.809999999998,2020-03-31,11362677.728813559,1.0,2021-01-09,2020-01-09,EPI_SECOND_WAVE,28240.275,1.946100515318312,4430.978476811143,-15.0,-22.0,,-18.0,26.0,-10.0,-8.0,-23.0,-16.0,57.0,-59.0,-24.0,-14.0,28.0,122.0
242,3.0,Saudi Arabia,SAU,387.0,34268528.0,4236.58,2021-01-12,,2.0,2021-04-01,2021-01-09,EPI_SECOND_WAVE,28240.275,1.946100515318312,4430.978476811143,-15.0,-22.0,,-18.0,26.0,-10.0,-8.0,-23.0,-16.0,57.0,-59.0,-24.0,-14.0,28.0,122.0
243,4.0,Sudan,SDN,836.0,42813238.0,15984.149999999998,2020-04-19,,1.0,2020-10-09,2020-01-09,EPI_SECOND_WAVE,24098.489999999998,0.4874660496363298,,-27.0,-36.0,-1.0,-36.0,340.0,-24.0,-1.0,-6.0,-34.0,401.0,,,,,
244,4.0,Sudan,SDN,1028.0,42813238.0,3824.9950000000003,2020-11-05,,2.0,2021-02-19,2020-10-09,EPI_SECOND_WAVE,24098.489999999998,0.4874660496363298,,-27.0,-36.0,-1.0,-36.0,340.0,-24.0,-1.0,-6.0,-34.0,401.0,,,,,
245,4.0,Senegal,SEN,326.0,16296364.0,12631.07,2020-05-05,221815.0,1.0,2020-11-08,2020-03-11,EPI_SECOND_WAVE,19987.364999999998,0.6449291387943961,275.95480807866096,-43.0,-50.0,,-52.0,-43.0,,-41.0,-43.0,-46.0,73.0,-60.0,-32.0,1.0,128.0,
246,4.0,Senegal,SEN,725.0,16296364.0,5967.295,2020-12-05,,2.0,2021-04-01,2020-11-08,EPI_SECOND_WAVE,19987.364999999998,0.6449291387943961,275.95480807866096,-43.0,-50.0,,-52.0,-43.0,,-41.0,-43.0,-46.0,73.0,-60.0,-32.0,1.0,128.0,
247,2.0,Singapore,SGP,28.0,5703569.0,15603.214999999998,2020-04-15,,1.0,2020-11-21,2020-01-09,EPI_FIRST_WAVE,25374.494999999995,0.052598644813449266,,-7.0,-7.0,-8.0,-33.0,243.0,,-7.0,-7.0,,251.0,-86.0,,,,
248,1.0,Sierra Leone,SLE,68.0,7813215.0,14294.93,2020-05-06,,1.0,2021-04-01,2020-05-06,EPI_FIRST_WAVE,20552.655,0.10111074634449455,,-31.0,-36.0,-31.0,-45.0,-31.0,,-31.0,-31.0,-39.0,310.0,-36.0,,,,
249,4.0,El Salvador,SLV,796.0,6453553.0,17785.29,2020-05-02,354849.87096774194,1.0,2020-09-17,2020-01-09,EPI_SECOND_WAVE,29024.164999999997,3.1145634040659465,1304.6611688166192,-45.0,-52.0,-42.0,-42.0,-11.0,5.0,-42.0,-45.0,-51.0,-8.0,,-24.0,-13.0,20.0,254.0
250,4.0,El Salvador,SLV,1214.0,6453553.0,9594.530000000002,2020-09-20,,2.0,2021-04-01,2020-09-17,EPI_SECOND_WAVE,29024.164999999997,3.1145634040659465,1304.6611688166192,-45.0,-52.0,-42.0,-42.0,-11.0,5.0,-42.0,-45.0,-51.0,-8.0,,-24.0,-13.0,20.0,254.0
251,1.0,Somalia,SOM,515.0,15442905.0,12656.07,2020-04-22,,1.0,2021-04-01,2020-04-22,EPI_FIRST_WAVE,16381.655000000002,0.3425521299263319,,-11.0,-32.0,,-34.0,156.0,,142.0,130.0,-35.0,398.0,,,,,
252,6.0,Serbia,SRB,245.0,6944975.0,7176.470000000002,2020-03-29,257239.27272727274,1.0,2020-06-03,2020-01-09,EPI_THIRD_WAVE,26503.535000000003,7.642936079683512,4930.821205259918,-13.0,-13.0,-8.0,-14.0,-14.0,-8.0,-14.0,-11.0,-13.0,54.0,-23.0,-7.0,7.0,30.0,128.0
253,6.0,Serbia,SRB,486.0,6944975.0,4746.415000000001,2020-06-16,770816.0,2.0,2020-09-13,2020-06-03,EPI_THIRD_WAVE,26503.535000000003,7.642936079683512,4930.821205259918,-13.0,-13.0,-8.0,-14.0,-14.0,-8.0,-14.0,-11.0,-13.0,54.0,-23.0,-7.0,7.0,30.0,128.0
254,6.0,Serbia,SRB,3118.0,6944975.0,7490.0650000000005,2020-09-21,1508890.0,3.0,2021-01-23,2020-09-13,EPI_THIRD_WAVE,26503.535000000003,7.642936079683512,4930.821205259918,-13.0,-13.0,-8.0,-14.0,-14.0,-8.0,-14.0,-11.0,-13.0,54.0,-23.0,-7.0,7.0,30.0,128.0
255,4.0,South Sudan,SSD,47.0,11062113.0,10050.775000000001,2020-05-29,,1.0,2020-08-22,2020-04-21,EPI_SECOND_WAVE,29484.879999999997,0.10124647976385705,119.54858895402714,-65.0,-70.0,-62.0,-74.0,250.0,0.0,-41.0,-47.0,-66.0,,-22.0,97.0,97.0,276.0,
256,4.0,South Sudan,SSD,61.0,11062113.0,12297.460000000001,2020-10-29,,2.0,2021-03-28,2020-08-22,EPI_SECOND_WAVE,29484.879999999997,0.10124647976385705,119.54858895402714,-65.0,-70.0,-62.0,-74.0,250.0,0.0,-41.0,-47.0,-66.0,,-22.0,97.0,97.0,276.0,
257,4.0,Suriname,SUR,116.0,581372.0,16882.28,2020-06-26,,1.0,2020-12-10,2020-04-29,EPI_SECOND_WAVE,32005.8,3.0445222680142834,,-90.0,-102.0,-22.0,-105.0,-90.0,-81.0,-90.0,-102.0,-104.0,324.0,,,,,
258,4.0,Suriname,SUR,60.0,581372.0,7432.250000000001,2021-01-09,,2.0,2021-04-01,2020-12-10,EPI_SECOND_WAVE,32005.8,3.0445222680142834,,-90.0,-102.0,-22.0,-105.0,-90.0,-81.0,-90.0,-102.0,-104.0,324.0,,,,,
259,3.0,Slovakia,SVK,28.0,5454073.0,6736.739999999999,2020-04-20,191937.0,1.0,2020-06-09,2020-01-09,EPI_SECOND_WAVE,26507.82,17.949888092806972,47279.988735024264,-37.0,-35.0,185.0,-41.0,-12.0,,-12.0,-12.0,-38.0,137.0,-110.0,-42.0,-25.0,2.0,173.0
260,3.0,Slovakia,SVK,9762.0,5454073.0,16305.455,2020-09-14,,2.0,2021-04-01,2020-06-09,EPI_SECOND_WAVE,26507.82,17.949888092806972,47279.988735024264,-37.0,-35.0,185.0,-41.0,-12.0,,-12.0,-12.0,-38.0,137.0,-110.0,-42.0,-25.0,2.0,173.0
261,2.0,Slovenia,SVN,2021.0,2087946.0,14598.739999999998,2020-03-29,555859.0,1.0,2020-12-09,2020-03-29,EPI_FIRST_WAVE,27260.254999999994,20.96318582951858,5098.781290320727,-10.0,-13.0,-9.0,-10.0,-10.0,-13.0,322.0,1.0,,314.0,-25.0,-28.0,-18.0,0.0,178.0
262,6.0,Sweden,SWE,21.0,10285453.0,351.40999999999997,2020-03-20,,1.0,2020-03-21,2020-02-17,EPI_THIRD_WAVE,27742.585000000003,13.233252828047535,,15.0,,,-8.0,249.0,,,,,,-49.0,,,,
263,6.0,Sweden,SWE,5812.0,10285453.0,10111.380000000003,2020-03-23,,2.0,2020-09-04,2020-03-21,EPI_THIRD_WAVE,27742.585000000003,13.233252828047535,,15.0,,,-8.0,249.0,,,,,,-49.0,,,,
264,6.0,Sweden,SWE,6764.0,10285453.0,9952.26,2020-09-12,,3.0,2021-02-11,2020-09-04,EPI_THIRD_WAVE,27742.585000000003,13.233252828047535,,15.0,,,-8.0,249.0,,,,,,-49.0,,,,
265,4.0,Swaziland,SWZ,117.0,1148130.0,15920.849999999999,2020-06-29,,1.0,2020-11-03,2020-04-05,EPI_SECOND_WAVE,30205.1,5.809446665447292,,-94.0,-104.0,,-104.0,192.0,-94.0,-94.0,-94.0,-94.0,,-108.0,,,,
