,countrycode,date,tests
30506,LUX,2020-08-20,591360.0
30507,LUX,2020-08-21,599216.0
30508,LUX,2020-08-22,604797.0
30509,LUX,2020-08-23,605791.0
30510,LUX,2020-08-24,608589.0
30511,LUX,2020-08-25,615326.0
30512,LUX,2020-08-26,621300.0
30513,LUX,2020-08-27,629419.0
30514,LUX,2020-08-28,636327.0
30515,LUX,2020-08-29,642989.0
30516,LUX,2020-08-30,643941.0
30517,LUX,2020-08-31,649223.0
30518,LUX,2020-09-01,659283.0
30519,LUX,2020-09-02,666893.0
30520,LUX,2020-09-03,674325.0
30521,LUX,2020-09-04,683605.0
30522,LUX,2020-09-05,691016.0
30523,LUX,2020-09-06,692167.0
30524,LUX,2020-09-07,697343.0
30525,LUX,2020-09-08,707426.0
30526,LUX,2020-09-09,715213.0
30527,LUX,2020-09-10,724127.0
30528,LUX,2020-09-11,734181.0
30529,LUX,2020-09-12,742084.0
30530,LUX,2020-09-13,743486.0
30531,LUX,2020-09-14,751297.0
30532,LUX,2020-09-15,761925.0
30533,LUX,2020-09-16,770973.0
30534,LUX,2020-09-17,775219.0
30535,LUX,2020-09-18,779953.0
30536,LUX,2020-09-19,783666.0
30537,LUX,2020-09-20,784507.0
30538,LUX,2020-09-21,791024.0
30539,LUX,2020-09-22,797278.0
30540,LUX,2020-09-23,803465.0
30541,LUX,2020-09-24,809611.0
30542,LUX,2020-09-25,815765.0
30543,LUX,2020-09-26,821137.0
30544,LUX,2020-09-27,821852.0
30545,LUX,2020-09-28,827377.0
30546,LUX,2020-09-29,834562.0
30547,LUX,2020-09-30,840706.0
30548,LUX,2020-10-01,847857.0
30549,LUX,2020-10-02,854375.0
30550,LUX,2020-10-03,859960.0
30551,LUX,2020-10-04,860981.0
30552,LUX,2020-10-05,866340.0
30553,LUX,2020-10-06,873075.0
30554,LUX,2020-10-07,880034.0
30555,LUX,2020-10-08,887918.0
30556,LUX,2020-10-09,894997.0
30557,LUX,2020-10-10,900402.0
30558,LUX,2020-10-11,901211.0
30559,LUX,2020-10-12,907974.0
30560,LUX,2020-10-13,915523.0
30561,LUX,2020-10-14,922427.0
30562,LUX,2020-10-15,931244.0
30563,LUX,2020-10-16,939604.0
30564,LUX,2020-10-17,948360.0
30565,LUX,2020-10-18,949444.0
30566,LUX,2020-10-19,955407.0
30567,LUX,2020-10-20,963303.0
30568,LUX,2020-10-21,977127.0
30569,LUX,2020-10-22,986146.0
30570,LUX,2020-10-23,998158.0
30571,LUX,2020-10-24,1008589.0
30572,LUX,2020-10-25,1010513.0
30573,LUX,2020-10-26,1019444.0
30574,LUX,2020-10-27,1031830.0
30575,LUX,2020-10-28,1040499.0
30576,LUX,2020-10-29,1053209.0
30577,LUX,2020-10-30,1067144.0
30581,LVA,2020-03-03,204.0
30582,LVA,2020-03-04,240.0
30583,LVA,2020-03-05,275.0
30584,LVA,2020-03-06,307.0
30585,LVA,2020-03-07,321.0
30586,LVA,2020-03-08,343.0
30587,LVA,2020-03-09,391.0
30588,LVA,2020-03-10,450.0
30589,LVA,2020-03-11,497.0
30590,LVA,2020-03-12,576.0
30591,LVA,2020-03-13,703.0
30592,LVA,2020-03-14,1019.0
30593,LVA,2020-03-15,1353.0
30594,LVA,2020-03-16,1704.0
30595,LVA,2020-03-17,2199.0
30596,LVA,2020-03-18,2954.0
30597,LVA,2020-03-19,3674.0
30598,LVA,2020-03-20,4373.0
30599,LVA,2020-03-21,5762.0
30600,LVA,2020-03-22,6573.0
30601,LVA,2020-03-23,7758.0
30602,LVA,2020-03-24,8645.0
30603,LVA,2020-03-25,9796.0
30604,LVA,2020-03-26,10613.0
30605,LVA,2020-03-27,11702.0
30606,LVA,2020-03-28,12748.0
30607,LVA,2020-03-29,13805.0
30608,LVA,2020-03-30,14307.0
30609,LVA,2020-03-31,14807.0
30610,LVA,2020-04-01,15810.0
30611,LVA,2020-04-02,16834.0
30612,LVA,2020-04-03,18198.0
30613,LVA,2020-04-04,19380.0
30614,LVA,2020-04-05,20680.0
30615,LVA,2020-04-06,21453.0
30616,LVA,2020-04-07,22575.0
30617,LVA,2020-04-08,24036.0
30618,LVA,2020-04-09,25458.0
30619,LVA,2020-04-10,26656.0
30620,LVA,2020-04-11,27796.0
30621,LVA,2020-04-12,28214.0
30622,LVA,2020-04-13,28776.0
30623,LVA,2020-04-14,29018.0
30624,LVA,2020-04-15,29896.0
30625,LVA,2020-04-16,31302.0
30626,LVA,2020-04-17,32837.0
30627,LVA,2020-04-18,34697.0
30628,LVA,2020-04-19,35881.0
30629,LVA,2020-04-20,36668.0
30630,LVA,2020-04-21,37972.0
30631,LVA,2020-04-22,39336.0
30632,LVA,2020-04-23,41041.0
30633,LVA,2020-04-24,43080.0
30634,LVA,2020-04-25,45743.0
30635,LVA,2020-04-26,47617.0
30636,LVA,2020-04-27,49181.0
30637,LVA,2020-04-28,51561.0
30638,LVA,2020-04-29,54811.0
30639,LVA,2020-04-30,57886.0
30640,LVA,2020-05-01,61120.0
30641,LVA,2020-05-02,63102.0
30642,LVA,2020-05-03,64245.0
30643,LVA,2020-05-04,65464.0
30644,LVA,2020-05-05,66150.0
30645,LVA,2020-05-06,68627.0
30646,LVA,2020-05-07,71069.0
30647,LVA,2020-05-08,73016.0
30648,LVA,2020-05-09,75571.0
30649,LVA,2020-05-10,76592.0
30650,LVA,2020-05-11,77147.0
30651,LVA,2020-05-12,79047.0
30652,LVA,2020-05-13,81246.0
30653,LVA,2020-05-14,83275.0
30654,LVA,2020-05-15,85431.0
30655,LVA,2020-05-16,87377.0
30656,LVA,2020-05-17,88405.0
30657,LVA,2020-05-18,89123.0
30658,LVA,2020-05-19,90968.0
30659,LVA,2020-05-20,92751.0
30660,LVA,2020-05-21,94621.0
30661,LVA,2020-05-22,96366.0
30662,LVA,2020-05-23,97846.0
30663,LVA,2020-05-24,99049.0
30664,LVA,2020-05-25,99770.0
30665,LVA,2020-05-26,101598.0
30666,LVA,2020-05-27,103553.0
30667,LVA,2020-05-28,105504.0
30668,LVA,2020-05-29,106931.0
30669,LVA,2020-05-30,108174.0
30670,LVA,2020-05-31,109071.0
30671,LVA,2020-06-01,109723.0
30672,LVA,2020-06-02,111404.0
30673,LVA,2020-06-03,112965.0
30674,LVA,2020-06-04,114451.0
30675,LVA,2020-06-05,115461.0
30676,LVA,2020-06-06,116535.0
30677,LVA,2020-06-07,117660.0
30678,LVA,2020-06-08,118322.0
30679,LVA,2020-06-09,120052.0
30680,LVA,2020-06-10,121783.0
30681,LVA,2020-06-11,123364.0
30682,LVA,2020-06-12,124662.0
30683,LVA,2020-06-13,126054.0
30684,LVA,2020-06-14,127450.0
30685,LVA,2020-06-15,128145.0
30686,LVA,2020-06-16,129836.0
30687,LVA,2020-06-17,131646.0
30688,LVA,2020-06-18,133557.0
30689,LVA,2020-06-19,134881.0
30690,LVA,2020-06-20,136567.0
30691,LVA,2020-06-21,137861.0
30692,LVA,2020-06-22,139024.0
30693,LVA,2020-06-23,140437.0
30694,LVA,2020-06-24,141713.0
30695,LVA,2020-06-25,142794.0
30696,LVA,2020-06-26,145086.0
30697,LVA,2020-06-27,146874.0
30698,LVA,2020-06-28,147916.0
30699,LVA,2020-06-29,148777.0
30700,LVA,2020-06-30,150837.0
30701,LVA,2020-07-01,152778.0
30702,LVA,2020-07-02,154494.0
30703,LVA,2020-07-03,155599.0
30704,LVA,2020-07-04,156784.0
30705,LVA,2020-07-05,157826.0
30706,LVA,2020-07-06,158518.0
30707,LVA,2020-07-07,160281.0
30708,LVA,2020-07-08,162054.0
30709,LVA,2020-07-09,163769.0
30710,LVA,2020-07-10,165610.0
30711,LVA,2020-07-11,167480.0
30712,LVA,2020-07-12,168947.0
30713,LVA,2020-07-13,169943.0
30714,LVA,2020-07-14,172078.0
30715,LVA,2020-07-15,174057.0
30716,LVA,2020-07-16,175696.0
30717,LVA,2020-07-17,177885.0
30718,LVA,2020-07-18,179636.0
30719,LVA,2020-07-19,180928.0
30720,LVA,2020-07-20,182225.0
30721,LVA,2020-07-21,183610.0
30722,LVA,2020-07-22,185223.0
30723,LVA,2020-07-23,186975.0
30724,LVA,2020-07-24,188485.0
30725,LVA,2020-07-25,189725.0
30726,LVA,2020-07-26,191070.0
30727,LVA,2020-07-27,191871.0
30728,LVA,2020-07-28,193445.0
30729,LVA,2020-07-29,195331.0
30730,LVA,2020-07-30,197035.0
30731,LVA,2020-07-31,198508.0
30732,LVA,2020-08-01,199956.0
30733,LVA,2020-08-02,201310.0
30734,LVA,2020-08-03,201997.0
30735,LVA,2020-08-04,203868.0
30736,LVA,2020-08-05,206080.0
30737,LVA,2020-08-06,207909.0
30738,LVA,2020-08-07,210046.0
30739,LVA,2020-08-08,211937.0
30740,LVA,2020-08-09,213534.0
30741,LVA,2020-08-10,214202.0
30742,LVA,2020-08-11,216530.0
30743,LVA,2020-08-12,218756.0
30744,LVA,2020-08-13,220827.0
30745,LVA,2020-08-14,222531.0
30746,LVA,2020-08-15,224412.0
30747,LVA,2020-08-16,225636.0
30748,LVA,2020-08-17,226524.0
30749,LVA,2020-08-18,228758.0
30750,LVA,2020-08-19,230921.0
30751,LVA,2020-08-20,232918.0
30752,LVA,2020-08-21,234520.0
30753,LVA,2020-08-22,236297.0
30754,LVA,2020-08-23,237477.0
30755,LVA,2020-08-24,238403.0
30756,LVA,2020-08-25,240533.0
30757,LVA,2020-08-26,242823.0
30758,LVA,2020-08-27,244827.0
30759,LVA,2020-08-28,246867.0
30760,LVA,2020-08-29,248932.0
30761,LVA,2020-08-30,250709.0
30762,LVA,2020-08-31,251717.0
30763,LVA,2020-09-01,253818.0
30764,LVA,2020-09-02,256350.0
30765,LVA,2020-09-03,258795.0
30766,LVA,2020-09-04,260698.0
30767,LVA,2020-09-05,262662.0
30768,LVA,2020-09-06,264258.0
30769,LVA,2020-09-07,265305.0
30770,LVA,2020-09-08,267700.0
30771,LVA,2020-09-09,270097.0
30772,LVA,2020-09-10,272381.0
30773,LVA,2020-09-11,274826.0
30774,LVA,2020-09-12,277084.0
30775,LVA,2020-09-13,278667.0
30776,LVA,2020-09-14,280118.0
30777,LVA,2020-09-15,282835.0
30778,LVA,2020-09-16,285876.0
30779,LVA,2020-09-17,288643.0
30780,LVA,2020-09-18,290907.0
30781,LVA,2020-09-19,293309.0
30782,LVA,2020-09-20,295242.0
30783,LVA,2020-09-21,296395.0
30784,LVA,2020-09-22,299085.0
30785,LVA,2020-09-23,301818.0
30786,LVA,2020-09-24,304221.0
30787,LVA,2020-09-25,306652.0
30788,LVA,2020-09-26,309172.0
30789,LVA,2020-09-27,310832.0
30790,LVA,2020-09-28,312230.0
30791,LVA,2020-09-29,315747.0
30792,LVA,2020-09-30,320018.0
30793,LVA,2020-10-01,324717.0
30794,LVA,2020-10-02,328631.0
30795,LVA,2020-10-03,332285.0
30796,LVA,2020-10-04,334829.0
30797,LVA,2020-10-05,336577.0
30798,LVA,2020-10-06,340395.0
30799,LVA,2020-10-07,344821.0
30800,LVA,2020-10-08,349237.0
30801,LVA,2020-10-09,353788.0
30802,LVA,2020-10-10,358498.0
30803,LVA,2020-10-11,361843.0
30804,LVA,2020-10-12,364012.0
30805,LVA,2020-10-13,368445.0
30806,LVA,2020-10-14,373523.0
30807,LVA,2020-10-15,378190.0
30808,LVA,2020-10-16,382949.0
30809,LVA,2020-10-17,388281.0
30810,LVA,2020-10-18,390971.0
30811,LVA,2020-10-19,393186.0
30812,LVA,2020-10-20,397357.0
30813,LVA,2020-10-21,402669.0
30814,LVA,2020-10-22,408179.0
30815,LVA,2020-10-23,413905.0
30816,LVA,2020-10-24,419537.0
30817,LVA,2020-10-25,423995.0
30818,LVA,2020-10-26,426232.0
30819,LVA,2020-10-27,431325.0
30820,LVA,2020-10-28,437340.0
30821,LVA,2020-10-29,442445.0
30822,LVA,2020-10-30,448409.0
30823,LVA,2020-10-31,454253.0
30824,LVA,2020-11-01,458151.0
30825,LVA,2020-11-02,460409.0
30826,MAR,2020-03-03,33.0
30827,MAR,2020-03-04,35.0
30828,MAR,2020-03-05,42.0
30829,MAR,2020-03-06,52.0
30830,MAR,2020-03-07,57.0
30831,MAR,2020-03-08,59.5
30832,MAR,2020-03-09,62.0
30833,MAR,2020-03-10,66.0
30834,MAR,2020-03-11,84.0
30835,MAR,2020-03-12,97.0
30836,MAR,2020-03-13,101.0
30837,MAR,2020-03-14,130.0
30838,MAR,2020-03-15,150.0
30839,MAR,2020-03-16,189.0
30840,MAR,2020-03-17,227.0
30841,MAR,2020-03-18,317.0
30842,MAR,2020-03-19,370.0
30843,MAR,2020-03-20,464.0
30844,MAR,2020-03-21,537.0
30845,MAR,2020-03-22,627.0
30846,MAR,2020-03-23,786.0
30847,MAR,2020-03-24,855.0
30848,MAR,2020-03-25,995.0
30849,MAR,2020-03-26,1206.0
30850,MAR,2020-03-27,1768.0
30851,MAR,2020-03-28,1976.0
30852,MAR,2020-03-29,2273.0
30853,MAR,2020-03-30,2751.0
30854,MAR,2020-03-31,2900.0
30855,MAR,2020-04-01,3345.0
30856,MAR,2020-04-02,3624.0
30857,MAR,2020-04-03,3910.0
30858,MAR,2020-04-04,4321.0
30859,MAR,2020-04-05,4848.0
30860,MAR,2020-04-06,5104.0
30861,MAR,2020-04-07,5437.0
30862,MAR,2020-04-08,5752.0
30863,MAR,2020-04-09,6383.0
30864,MAR,2020-04-10,7239.0
30865,MAR,2020-04-11,7948.0
30866,MAR,2020-04-12,8604.0
30867,MAR,2020-04-13,9128.0
30868,MAR,2020-04-14,9922.0
30869,MAR,2020-04-15,10650.0
30870,MAR,2020-04-16,11996.0
30871,MAR,2020-04-17,12952.0
30872,MAR,2020-04-18,13689.0
30873,MAR,2020-04-19,15123.0
30874,MAR,2020-04-20,16386.0
30875,MAR,2020-04-21,18100.0
30876,MAR,2020-04-22,19885.0
30877,MAR,2020-04-23,21947.0
30878,MAR,2020-04-24,23933.0
30879,MAR,2020-04-25,25443.0
30880,MAR,2020-04-26,27399.0
30881,MAR,2020-04-27,29254.0
30882,MAR,2020-04-28,31250.0
30883,MAR,2020-04-29,32930.0
30884,MAR,2020-04-30,34841.0
30885,MAR,2020-05-01,37006.0
30886,MAR,2020-05-02,39367.0
30887,MAR,2020-05-03,42112.0
30888,MAR,2020-05-04,45302.0
30889,MAR,2020-05-05,49570.0
30890,MAR,2020-05-06,52958.0
30891,MAR,2020-05-07,56492.0
30892,MAR,2020-05-08,59871.0
30893,MAR,2020-05-09,63059.0
30894,MAR,2020-05-10,65924.0
30895,MAR,2020-05-11,68980.0
30896,MAR,2020-05-12,71815.0
30897,MAR,2020-05-13,75870.0
30898,MAR,2020-05-14,77922.0
30899,MAR,2020-05-15,81616.0
30900,MAR,2020-05-16,85004.0
30901,MAR,2020-05-17,89957.0
30902,MAR,2020-05-18,95536.0
30903,MAR,2020-05-19,100367.0
30904,MAR,2020-05-20,106004.0
30905,MAR,2020-05-21,112997.0
30906,MAR,2020-05-22,123402.0
30907,MAR,2020-05-23,133561.0
30908,MAR,2020-05-24,142882.0
30909,MAR,2020-05-25,152203.0
30910,MAR,2020-05-26,161365.0
30911,MAR,2020-05-27,170713.0
30912,MAR,2020-05-28,180189.0
30913,MAR,2020-05-29,190061.0
30914,MAR,2020-05-30,199998.0
30915,MAR,2020-05-31,209139.0
30916,MAR,2020-06-01,221554.0
30917,MAR,2020-06-02,234651.0
30918,MAR,2020-06-03,247824.0
30919,MAR,2020-06-04,261010.0
30920,MAR,2020-06-05,275349.0
30921,MAR,2020-06-06,289457.0
30922,MAR,2020-06-07,305953.0
30923,MAR,2020-06-08,322703.0
30924,MAR,2020-06-09,339571.0
30925,MAR,2020-06-10,356051.0
30926,MAR,2020-06-11,372591.0
30927,MAR,2020-06-12,389142.0
30928,MAR,2020-06-13,405898.0
30929,MAR,2020-06-14,422520.0
30930,MAR,2020-06-15,439272.0
30931,MAR,2020-06-16,455768.0
30932,MAR,2020-06-17,471736.0
30933,MAR,2020-06-18,488947.0
30934,MAR,2020-06-19,505636.0
30935,MAR,2020-06-20,522166.0
30936,MAR,2020-06-21,538191.0
30937,MAR,2020-06-22,556695.0
30938,MAR,2020-06-23,575176.0
30939,MAR,2020-06-24,591757.0
30940,MAR,2020-06-25,606096.0
30941,MAR,2020-06-26,620435.0
30942,MAR,2020-06-27,633494.0
30943,MAR,2020-06-28,646195.0
30944,MAR,2020-06-29,662814.0
30945,MAR,2020-06-30,681191.0
30946,MAR,2020-07-01,698128.0
30947,MAR,2020-07-02,715853.0
30948,MAR,2020-07-03,732494.0
30949,MAR,2020-07-04,748449.0
30950,MAR,2020-07-05,765580.0
30951,MAR,2020-07-06,783639.0
30952,MAR,2020-07-07,801329.0
30953,MAR,2020-07-08,819124.0
30954,MAR,2020-07-09,835264.0
30955,MAR,2020-07-10,849097.0
30956,MAR,2020-07-11,864594.0
30957,MAR,2020-07-12,878626.0
30958,MAR,2020-07-13,896638.0
30959,MAR,2020-07-14,915140.0
30960,MAR,2020-07-15,934048.0
30961,MAR,2020-07-16,953715.0
30962,MAR,2020-07-17,973404.0
30963,MAR,2020-07-18,990514.0
30964,MAR,2020-07-19,1009326.0
30965,MAR,2020-07-20,1027773.0
30966,MAR,2020-07-21,1046806.0
30967,MAR,2020-07-22,1065833.0
30968,MAR,2020-07-23,1085490.0
30969,MAR,2020-07-24,1105271.0
30970,MAR,2020-07-25,1126213.0
30971,MAR,2020-07-26,1147173.0
30972,MAR,2020-07-27,1168113.0
30973,MAR,2020-07-28,1188801.0
30974,MAR,2020-07-29,1210035.0
30975,MAR,2020-07-30,1231195.0
30976,MAR,2020-07-31,1252365.0
30977,MAR,2020-08-01,1273939.0
30978,MAR,2020-08-02,1295194.0
30979,MAR,2020-08-03,1316861.0
30980,MAR,2020-08-04,1338989.0
30981,MAR,2020-08-05,1361550.0
30982,MAR,2020-08-06,1383816.0
30983,MAR,2020-08-07,1405159.0
30984,MAR,2020-08-08,1427635.0
30985,MAR,2020-08-09,1449968.0
30986,MAR,2020-08-10,1472095.0
30987,MAR,2020-08-11,1494096.0
30988,MAR,2020-08-12,1516402.0
30989,MAR,2020-08-13,1538520.0
30990,MAR,2020-08-14,1560527.0
30991,MAR,2020-08-15,1583234.0
30992,MAR,2020-08-16,1605613.0
30993,MAR,2020-08-17,1626810.0
30994,MAR,2020-08-18,1648728.0
30995,MAR,2020-08-19,1670569.0
30996,MAR,2020-08-20,1692405.0
30997,MAR,2020-08-21,1714583.0
30998,MAR,2020-08-22,1736976.0
30999,MAR,2020-08-23,1758870.0
31000,MAR,2020-08-24,1779980.0
31001,MAR,2020-08-25,1802170.0
31002,MAR,2020-08-26,1824251.0
31003,MAR,2020-08-27,1846260.0
31004,MAR,2020-08-28,1868545.0
31005,MAR,2020-08-29,1890964.0
31006,MAR,2020-08-30,1912965.0
31007,MAR,2020-08-31,1934334.0
31008,MAR,2020-09-01,1956416.0
31009,MAR,2020-09-02,1978840.0
31010,MAR,2020-09-03,2001124.0
31011,MAR,2020-09-04,2023926.0
31012,MAR,2020-09-05,2046496.0
31013,MAR,2020-09-06,2070053.0
31014,MAR,2020-09-07,2092291.0
31015,MAR,2020-09-08,2115390.0
31016,MAR,2020-09-09,2138164.0
31017,MAR,2020-09-10,2160798.0
31018,MAR,2020-09-11,2184266.0
31019,MAR,2020-09-12,2207396.0
31020,MAR,2020-09-13,2230069.0
31021,MAR,2020-09-14,2251763.0
31022,MAR,2020-09-15,2274042.0
31023,MAR,2020-09-16,2295811.0
31024,MAR,2020-09-17,2319059.0
31025,MAR,2020-09-18,2342307.0
31026,MAR,2020-09-19,2366181.0
31027,MAR,2020-09-20,2389115.0
31028,MAR,2020-09-21,2410576.0
31029,MAR,2020-09-22,2433869.0
31030,MAR,2020-09-23,2457373.0
31031,MAR,2020-09-24,2481151.0
31032,MAR,2020-09-25,2505151.0
31033,MAR,2020-09-26,2529397.0
31034,MAR,2020-09-27,2553350.0
31035,MAR,2020-09-28,2575657.0
31036,MAR,2020-09-29,2598486.0
31037,MAR,2020-09-30,2621314.0
31038,MAR,2020-10-01,2643860.0
31039,MAR,2020-10-02,2666458.0
31040,MAR,2020-10-03,2689136.0
31041,MAR,2020-10-04,2711203.0
31042,MAR,2020-10-05,2731907.0
31043,MAR,2020-10-06,2753882.0
31044,MAR,2020-10-07,2778365.0
31045,MAR,2020-10-08,2803491.0
31046,MAR,2020-10-09,2828653.0
31047,MAR,2020-10-10,2853784.0
31048,MAR,2020-10-11,2877502.0
31049,MAR,2020-10-12,2897811.0
31050,MAR,2020-10-13,2922011.0
31051,MAR,2020-10-14,2946459.0
31052,MAR,2020-10-15,2969887.0
31053,MAR,2020-10-16,2993488.0
31054,MAR,2020-10-17,3017488.0
31055,MAR,2020-10-18,3040181.0
31056,MAR,2020-10-19,3061219.0
31057,MAR,2020-10-20,3084528.0
31058,MAR,2020-10-21,3107430.0
31059,MAR,2020-10-22,3130766.0
31060,MAR,2020-10-23,3153471.0
31061,MAR,2020-10-24,3176249.0
31062,MAR,2020-10-25,3197617.0
31063,MAR,2020-10-26,3217978.0
31064,MAR,2020-10-27,3240758.0
31065,MAR,2020-10-28,3262844.0
31066,MAR,2020-10-29,3285045.0
31067,MAR,2020-10-30,3305323.0
31068,MAR,2020-10-31,3326650.0
31069,MAR,2020-11-01,3347872.0
31658,MDG,2020-04-29,3107.0
31659,MDG,2020-04-30,3228.0
31660,MDG,2020-05-01,3300.0
31661,MDG,2020-05-02,3440.25
31662,MDG,2020-05-03,3580.5
31663,MDG,2020-05-04,3720.75
31664,MDG,2020-05-05,3861.0
31665,MDG,2020-05-06,3914.5
31666,MDG,2020-05-07,3968.0
31667,MDG,2020-05-08,4139.0
31668,MDG,2020-05-09,4310.0
31669,MDG,2020-05-10,4481.0
31670,MDG,2020-05-11,5465.0
31671,MDG,2020-05-12,5728.5
31672,MDG,2020-05-13,5992.0
31673,MDG,2020-05-14,6255.5
31674,MDG,2020-05-15,6519.0
31675,MDG,2020-05-16,6782.5
31676,MDG,2020-05-17,7046.0
31677,MDG,2020-05-18,7309.5
31678,MDG,2020-05-19,7573.0
31679,MDG,2020-05-20,7836.5
31680,MDG,2020-05-21,8100.0
31681,MDG,2020-05-22,8363.5
31682,MDG,2020-05-23,8627.0
31683,MDG,2020-05-24,8890.5
31684,MDG,2020-05-25,9154.0
31685,MDG,2020-05-26,9417.5
31686,MDG,2020-05-27,9681.0
31687,MDG,2020-05-28,9848.0
31688,MDG,2020-05-29,10249.0
31689,MDG,2020-05-30,10780.0
31690,MDG,2020-05-31,11311.0
31691,MDG,2020-06-01,11632.5
31692,MDG,2020-06-02,11954.0
31693,MDG,2020-06-03,12284.8
31694,MDG,2020-06-04,12615.6
31695,MDG,2020-06-05,12946.4
31696,MDG,2020-06-06,13277.2
31697,MDG,2020-06-07,13608.0
31698,MDG,2020-06-08,13904.625
31699,MDG,2020-06-09,14201.25
31700,MDG,2020-06-10,14497.875
31701,MDG,2020-06-11,14794.5
31702,MDG,2020-06-12,15091.125
31703,MDG,2020-06-13,15387.75
31704,MDG,2020-06-14,15684.375
31705,MDG,2020-06-15,15981.0
31706,MDG,2020-06-16,16191.5
31707,MDG,2020-06-17,16402.0
31708,MDG,2020-06-18,17153.5
31709,MDG,2020-06-19,17905.0
31710,MDG,2020-06-20,18012.0
31711,MDG,2020-06-21,18119.0
31712,MDG,2020-06-22,18741.0
31713,MDG,2020-06-23,19066.5
31714,MDG,2020-06-24,19392.0
31715,MDG,2020-06-25,19729.0
31716,MDG,2020-06-26,20066.0
31717,MDG,2020-06-27,20515.0
31718,MDG,2020-06-28,20964.0
31719,MDG,2020-06-29,21444.0
31720,MDG,2020-06-30,21894.0
31721,MDG,2020-07-01,22344.0
31722,MDG,2020-07-02,22794.0
31723,MDG,2020-07-03,23244.0
31724,MDG,2020-07-04,23924.666666666668
31725,MDG,2020-07-05,24605.333333333332
31726,MDG,2020-07-06,25286.0
31727,MDG,2020-07-07,25840.5
31728,MDG,2020-07-08,26395.0
31729,MDG,2020-07-09,26949.5
31730,MDG,2020-07-10,27504.0
31731,MDG,2020-07-11,28109.2
31732,MDG,2020-07-12,28714.4
31733,MDG,2020-07-13,29319.6
31734,MDG,2020-07-14,29924.8
31735,MDG,2020-07-15,30530.0
31736,MDG,2020-07-16,31296.0
31737,MDG,2020-07-17,31814.333333333332
31738,MDG,2020-07-18,32332.666666666668
31739,MDG,2020-07-19,32851.0
31740,MDG,2020-07-20,33635.4
31741,MDG,2020-07-21,34419.8
31742,MDG,2020-07-22,35204.2
31743,MDG,2020-07-23,35988.6
31744,MDG,2020-07-24,36773.0
31745,MDG,2020-07-25,37145.0
31746,MDG,2020-07-26,37921.0
31747,MDG,2020-07-27,38568.666666666664
31748,MDG,2020-07-28,39216.333333333336
31749,MDG,2020-07-29,39864.0
31750,MDG,2020-07-30,40769.0
31751,MDG,2020-07-31,41576.2
31752,MDG,2020-08-01,42383.4
31753,MDG,2020-08-02,43190.6
31754,MDG,2020-08-03,43997.8
31755,MDG,2020-08-04,44805.0
31756,MDG,2020-08-05,45634.0
31757,MDG,2020-08-06,46301.0
31758,MDG,2020-08-07,47022.0
31759,MDG,2020-08-08,47759.0
31760,MDG,2020-08-09,48498.0
31761,MDG,2020-08-10,49228.0
31762,MDG,2020-08-11,49742.0
31763,MDG,2020-08-12,49957.0
31764,MDG,2020-08-13,50493.0
31765,MDG,2020-08-14,50969.0
31766,MDG,2020-08-15,51559.0
31767,MDG,2020-08-16,52321.0
31768,MDG,2020-08-17,52657.0
31769,MDG,2020-08-18,53278.0
31770,MDG,2020-08-19,53542.0
31771,MDG,2020-08-20,53954.0
31772,MDG,2020-08-21,54432.0
31773,MDG,2020-08-22,54691.0
31774,MDG,2020-08-23,55018.0
31775,MDG,2020-08-24,55375.0
31776,MDG,2020-08-25,55726.0
31777,MDG,2020-08-26,56065.0
31778,MDG,2020-08-27,56203.0
31779,MDG,2020-08-28,56617.0
31780,MDG,2020-08-29,57254.0
31781,MDG,2020-08-30,57736.0
31782,MDG,2020-08-31,57927.0
31783,MDG,2020-09-01,58459.0
31784,MDG,2020-09-02,58964.75
31785,MDG,2020-09-03,59470.5
31786,MDG,2020-09-04,59976.25
31787,MDG,2020-09-05,60482.0
31788,MDG,2020-09-06,60895.0
31789,MDG,2020-09-07,61313.333333333336
31790,MDG,2020-09-08,61731.666666666664
31791,MDG,2020-09-09,62150.0
31792,MDG,2020-09-10,62686.0
31793,MDG,2020-09-11,63222.0
31794,MDG,2020-09-12,63738.0
31795,MDG,2020-09-13,64174.0
31796,MDG,2020-09-14,64676.0
31797,MDG,2020-09-15,65145.0
31798,MDG,2020-09-16,65514.0
31799,MDG,2020-09-17,65987.0
31800,MDG,2020-09-18,66460.0
31801,MDG,2020-09-19,67031.0
31802,MDG,2020-09-20,67396.0
31803,MDG,2020-09-21,67835.0
31804,MDG,2020-09-22,68375.0
31805,MDG,2020-09-23,68564.0
31806,MDG,2020-09-24,68787.0
31807,MDG,2020-09-25,69025.0
31808,MDG,2020-09-26,69506.5
31809,MDG,2020-09-27,69988.0
31810,MDG,2020-09-28,70281.0
31811,MDG,2020-09-29,70578.0
31812,MDG,2020-09-30,70950.0
31813,MDG,2020-10-01,71089.0
31814,MDG,2020-10-02,71834.0
31815,MDG,2020-10-03,72228.0
31816,MDG,2020-10-04,72572.0
31817,MDG,2020-10-05,73053.0
31818,MDG,2020-10-06,73437.0
31819,MDG,2020-10-07,73728.5
31820,MDG,2020-10-08,74020.0
31821,MDG,2020-10-09,74224.0
31822,MDG,2020-10-10,74446.0
31823,MDG,2020-10-11,74828.0
31824,MDG,2020-10-12,75210.0
31825,MDG,2020-10-13,75637.0
31826,MDG,2020-10-14,78893.66666666667
